,Beijing,Haerbin,Jinan,Rongcheng,Taiyuan,XiAn,Chengdu,Nanjing,Jixi,Suzhou,Wenzhou,Changsha,Loudi,Nanchang,Meixian,Guilin,Guangzhou,Fuzhou,Xiamen
Rongcheng_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_人,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Haerbin_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Jinan_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Rongcheng_撂,0.279,0.279,0.279,1.000,0.279,1.000,0.279,0.663,0.620,0.264,0.761,0.279,1.000,0.279,0.609,0.609,0.609,0.609,0.279
Taiyuan_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
XiAn_撂,0.279,0.279,0.279,1.000,0.279,1.000,0.279,0.663,0.620,0.264,0.761,0.279,1.000,0.279,0.609,0.609,0.609,0.609,0.279
Chengdu_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Nanjing_摔,0.401,0.401,0.401,0.663,0.401,0.663,0.401,1.000,0.548,0.417,0.748,0.401,0.663,0.401,0.556,0.556,0.556,0.556,0.401
Jixi_拋,0.410,0.410,0.410,0.620,0.410,0.620,0.410,0.548,1.000,0.217,0.630,0.410,0.620,0.410,0.757,0.757,0.757,0.757,0.410
Suzhou_?,0.370,0.370,0.370,0.264,0.370,0.264,0.370,0.417,0.217,1.000,0.197,0.370,0.264,0.370,0.272,0.272,0.272,0.272,0.370
Wenzhou_掼,0.357,0.357,0.357,0.761,0.357,0.761,0.357,0.748,0.630,0.197,1.000,0.357,0.761,0.357,0.538,0.538,0.538,0.538,0.357
Changsha_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Loudi_撂,0.279,0.279,0.279,1.000,0.279,1.000,0.279,0.663,0.620,0.264,0.761,0.279,1.000,0.279,0.609,0.609,0.609,0.609,0.279
Nanchang_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Meixian_丟,0.242,0.242,0.242,0.609,0.242,0.609,0.242,0.556,0.757,0.272,0.538,0.242,0.609,0.242,1.000,1.000,1.000,1.000,0.242
Guilin_丟,0.242,0.242,0.242,0.609,0.242,0.609,0.242,0.556,0.757,0.272,0.538,0.242,0.609,0.242,1.000,1.000,1.000,1.000,0.242
Guangzhou_丟,0.242,0.242,0.242,0.609,0.242,0.609,0.242,0.556,0.757,0.272,0.538,0.242,0.609,0.242,1.000,1.000,1.000,1.000,0.242
Fuzhou_丟,0.242,0.242,0.242,0.609,0.242,0.609,0.242,0.556,0.757,0.272,0.538,0.242,0.609,0.242,1.000,1.000,1.000,1.000,0.242
Xiamen_仍,1.000,1.000,1.000,0.279,1.000,0.279,1.000,0.401,0.410,0.370,0.357,1.000,0.279,1.000,0.242,0.242,0.242,0.242,1.000
Beijing_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_白,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Haerbin_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Jinan_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Rongcheng_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Taiyuan_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
XiAn_脊 背,0.533,0.533,0.533,0.533,0.533,1.000,0.533,0.533,0.533,0.533,NaN,0.533,0.533,0.977,0.533,0.533,0.533,0.533,NaN
Chengdu_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Nanjing_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Jixi_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Suzhou_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Wenzhou_背 骶 身,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Changsha_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Loudi_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Nanchang_背 脊,0.535,0.535,0.535,0.535,0.535,0.977,0.535,0.535,0.535,0.535,NaN,0.535,0.535,1.000,0.535,0.535,0.535,0.535,NaN
Meixian_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Guilin_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Guangzhou_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Fuzhou_背,1.000,1.000,1.000,1.000,1.000,0.533,1.000,1.000,1.000,1.000,NaN,1.000,1.000,0.535,1.000,1.000,1.000,1.000,NaN
Xiamen_胛 脊,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Haerbin_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Jinan_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Rongcheng_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Taiyuan_鼻,0.786,0.786,0.786,0.786,1.000,0.786,0.786,0.786,0.789,0.643,0.643,1.000,0.786,0.786,NaN,0.789,0.551,1.000,0.426
XiAn_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Chengdu_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Nanjing_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Jixi_鼻 孔,0.888,0.888,0.888,0.888,0.789,0.888,0.888,0.888,1.000,0.557,0.557,0.789,0.888,0.888,NaN,1.000,0.498,0.789,0.432
Suzhou_鼻 頭,0.572,0.572,0.572,0.572,0.643,0.572,0.572,0.572,0.557,1.000,1.000,0.643,0.572,0.572,NaN,0.557,0.496,0.643,0.673
Wenzhou_鼻 頭,0.572,0.572,0.572,0.572,0.643,0.572,0.572,0.572,0.557,1.000,1.000,0.643,0.572,0.572,NaN,0.557,0.496,0.643,0.673
Changsha_鼻,0.786,0.786,0.786,0.786,1.000,0.786,0.786,0.786,0.789,0.643,0.643,1.000,0.786,0.786,NaN,0.789,0.551,1.000,0.426
Loudi_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Nanchang_鼻 子,1.000,1.000,1.000,1.000,0.786,1.000,1.000,1.000,0.888,0.572,0.572,0.786,1.000,1.000,NaN,0.888,0.524,0.786,0.414
Meixian_鼻 公,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_鼻 孔,0.888,0.888,0.888,0.888,0.789,0.888,0.888,0.888,1.000,0.557,0.557,0.789,0.888,0.888,NaN,1.000,0.498,0.789,0.432
Guangzhou_鼻 哥,0.524,0.524,0.524,0.524,0.551,0.524,0.524,0.524,0.498,0.496,0.496,0.551,0.524,0.524,NaN,0.498,1.000,0.551,0.484
Fuzhou_鼻,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.387,0.448,0.387,0.564,0.387,0.564,0.387,1.000,0.387,0.387,1.000,1.000
Xiamen_鼻 仔,0.414,0.414,0.414,0.414,0.426,0.414,0.414,0.414,0.432,0.673,0.673,0.426,0.414,0.414,NaN,0.432,0.484,0.426,1.000
Beijing_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_構 棱 子,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN
Nanchang_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_冰,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,NaN,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Haerbin_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Jinan_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Rongcheng_脖 颈 子,0.763,0.763,0.763,1.000,0.763,0.763,0.470,0.763,NaN,0.423,0.423,0.763,NaN,0.763,NaN,0.427,0.427,NaN,NaN
Taiyuan_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
XiAn_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Chengdu_頸 項,0.572,0.572,0.572,0.470,0.572,0.572,1.000,0.572,NaN,0.714,0.714,0.572,NaN,0.572,NaN,0.846,0.846,NaN,NaN
Nanjing_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Jixi_扣 頸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Suzhou_頭 頸,0.526,0.526,0.526,0.423,0.526,0.526,0.714,0.526,NaN,1.000,1.000,0.526,NaN,0.526,NaN,0.742,0.742,NaN,NaN
Wenzhou_頭 頸,0.526,0.526,0.526,0.423,0.526,0.526,0.714,0.526,NaN,1.000,1.000,0.526,NaN,0.526,NaN,0.742,0.742,NaN,NaN
Changsha_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Loudi_頸 骨,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN,NaN,NaN
Nanchang_脖 子,1.000,1.000,1.000,0.763,1.000,1.000,0.572,1.000,NaN,0.526,0.526,1.000,NaN,1.000,NaN,0.527,0.527,NaN,NaN
Meixian_頸 根,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN,NaN,NaN,NaN
Guilin_頸,0.527,0.527,0.527,0.427,0.527,0.527,0.846,0.527,NaN,0.742,0.742,0.527,NaN,0.527,NaN,1.000,1.000,NaN,NaN
Guangzhou_頸,0.527,0.527,0.527,0.427,0.527,0.527,0.846,0.527,NaN,0.742,0.742,0.527,NaN,0.527,NaN,1.000,1.000,NaN,NaN
Fuzhou_脰 骨,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000,NaN
Xiamen_頷 頸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.000
Beijing_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Haerbin_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jinan_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Rongcheng_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Taiyuan_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
XiAn_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Chengdu_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanjing_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Jixi_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Suzhou_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Wenzhou_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Changsha_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Loudi_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Nanchang_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Meixian_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guilin_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Guangzhou_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Fuzhou_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Xiamen_薄,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Beijing_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Haerbin_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Jinan_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Rongcheng_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Taiyuan_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
XiAn_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Chengdu_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Nanjing_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Jixi_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Suzhou_勿,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,0.541,1.000,0.643,0.541,0.541,0.541,0.450,0.541,0.541,0.530,0.543
Wenzhou_否,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.709,0.643,1.000,0.709,0.709,0.709,0.528,0.709,0.709,0.425,0.486
Changsha_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Loudi_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
Nanchang_不,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.541,0.709,1.000,1.000,1.000,0.525,1.000,1.000,0.421,0.367
